year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Kia,Rio,LX,Sedan,automatic,knadm4a36d6256603,ca,4.0,36667.0,black,beige,avis rac/san leandro,9375.0,9800.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Soul,Base,Wagon,manual,kndjt2a54d7539154,ca,1.0,11699.0,silver,black,kia motors finance,11400.0,6900.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Mitsubishi,Outlander Sport,LE,SUV,automatic,4a4ar5au4de024456,ca,27.0,37713.0,blue,black,avis rac/san leandro,15650.0,14000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb3dr256859,ca,28.0,31978.0,black,black,the hertz corporation,22000.0,21000.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,SLK-Class,SLK350,Convertible,automatic,wddpk5ha1df065483,ca,44.0,8470.0,black,—,mercedes-benz finc wholesale advantage,44700.0,37000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1gg1d2049728,ca,38.0,24478.0,gray,black,mercedes benz of temecula,28900.0,27750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,wddhf5kb8da762334,ca,25.0,4995.0,black,black,mercedes-benz usa,35400.0,31750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mazda,Mazda3,i SV,Sedan,automatic,jm1bl1tg8d1728177,ca,36.0,54715.0,gray,black,california republic bank,9900.0,10600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,MINI,Cooper Clubman,Base,Hatchback,automatic,wmwzf3c54dt489938,ca,37.0,36498.0,green,beige,avis rac/san leandro,13550.0,13600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c55dt677990,ca,28.0,7273.0,blue,—,bmw mini financial services,15300.0,15000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,,wddng7db1da509056,ca,39.0,16426.0,black,black,mercedes-benz financial services,52600.0,54250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mazda,CX-9,Touring,SUV,automatic,jm3tb3cv9d0410440,ca,38.0,46733.0,red,black,avis rac/san leandro,19150.0,20500.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2dm712931,ca,4.0,33838.0,gray,black,nissan infiniti lt,21600.0,20250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep0dc231309,ca,1.0,33985.0,black,black,remarketing by ge/manheim southern california,13700.0,8000.0,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2013,Kia,Forte,LX,Sedan,automatic,knaft4a28d5738465,ca,43.0,54978.0,black,gray,exeter finance corp,7050.0,9200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Mazda,CX-9,Touring,SUV,automatic,jm3tb2cv8d0412139,ca,36.0,44289.0,gray,black,avis rac/san leandro,19050.0,20000.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Sorento,SX,SUV,automatic,5xykw4a26dg339716,ca,47.0,20209.0,burgundy,black,high bid trading co inc,21700.0,21500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap0dn511313,ca,35.0,38688.0,red,black,avis corporation,12850.0,13500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap2dn571447,ca,33.0,40931.0,charcoal,black,enterprise vehicle exchange/orange,12750.0,13500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap1dn536852,ca,41.0,39364.0,silver,black,avis corporation,12800.0,13500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Jeep,Compass,Latitude,SUV,automatic,1c4njceb2dd229860,ca,41.0,32090.0,white,black,chrysler capital,12600.0,13900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,370Z,Base,Coupe,automatic,jn1az4eh8dm881810,ca,38.0,10506.0,black,black,nissan north america inc.,23600.0,21500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep0dc290165,ca,44.0,10510.0,gray,black,team nissan,15650.0,15500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1vp7d1768022,ca,3.0,47917.0,black,black,south bay hyundai,9100.0,9600.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,JX,JX35,SUV,automatic,5n1al0mm4dc337764,ca,37.0,37738.0,gray,beige,nissan infiniti lt,32000.0,32250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9dm712909,ca,43.0,19683.0,gray,black,nissan infiniti lt,23300.0,26000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba0dc103312,ca,,29353.0,gray,—,south county lexus at mission viejo,32000.0,29600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar0dm750465,ca,44.0,37527.0,white,black,nissan infiniti lt,21700.0,23000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a68dg228640,ca,42.0,14012.0,black,black,kia motors finance,22200.0,22200.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap4dn548218,ca,39.0,37395.0,white,beige,avis corporation,13150.0,13400.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Rio,SX,Hatchback,manual,knadn5a32d6147221,ca,46.0,4668.0,red,black,kia motors finance,14050.0,14200.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3apxdn538325,ca,35.0,35900.0,black,black,avis rac/san leandro,12950.0,13500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,RX 450h,Base,SUV,automatic,jtjzb1ba8d2411313,ca,,27970.0,burgundy,—,dolan toyota scion,37300.0,30500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap4dc259156,ca,38.0,38395.0,white,black,merchants automotive group,12850.0,13100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Soul,+,Wagon,manual,kndjt2a64d7494239,ca,2.0,59886.0,black,black,hyundai motor finance,10200.0,7000.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Land Rover,LR4,HSE LUX,SUV,automatic,salak2d48da693027,ca,44.0,2059.0,gray,black,land rover north america llc,58500.0,42000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX,Sedan,automatic,5xxgn4a7xdg106558,ca,2.0,24614.0,burgundy,beige,kia motors finance,16200.0,10600.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Touring,Minivan,automatic,jm1cw2cl1d0150492,ca,35.0,39272.0,red,gray,avis corporation,11300.0,12400.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Hatchback,automatic,knadm5a38d6292461,ca,2.0,4850.0,red,black,kia motors finance,10650.0,6300.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dn450766,ca,45.0,48463.0,white,beige,wheels exchange llc,12350.0,14000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar5dm750574,ca,38.0,23642.0,gray,black,nissan infiniti lt,23300.0,23000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1upxd1794194,ca,2.0,45649.0,black,black,jpmorgan chase bank n.a.,10250.0,10000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37x,G Coupe,automatic,jn1cv6el5dm980105,ca,35.0,10055.0,gray,black,nissan infiniti lt,26300.0,27000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,M,M37,Sedan,automatic,jn1by1ap3dm514252,ca,41.0,9338.0,white,black,nissan north america inc.,34700.0,34500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Forte,EX,Sedan,automatic,knafu4a22d5724414,ca,27.0,55885.0,gray,black,caprock auto remarketing,9175.0,8800.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2013,Mazda,CX-9,Touring,SUV,automatic,jm3tb2cv0d0411079,ca,29.0,41807.0,gray,black,avis corporation,18850.0,19900.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep2dc219971,ca,35.0,42938.0,gray,black,avis rac/san leandro,12400.0,13300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad4d5057867,ca,49.0,19078.0,white,gray,kia motors america  inc,15950.0,16500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c59dt548117,ca,35.0,36000.0,green,black,avis rac/san leandro,12750.0,13700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Sport,Minivan,automatic,jm1cw2bl1d0154950,ca,29.0,40275.0,gray,black,enterprise vehicle exchange/orange,12050.0,12200.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl6d5006836,ca,34.0,17786.0,beige,brown,lexus financial services,34500.0,33000.0,Wed Jan 14 2015 00:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a3xd6113380,ca,2.0,45800.0,black,beige,kia motors finance,8550.0,3850.0,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,salvp2bg5dh781072,ca,48.0,25524.0,blue,black,mercedes benz of laguna niguel,35400.0,35500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c58dt679944,ca,,28156.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,13400.0,2500.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap2dc297887,ca,44.0,45685.0,gray,beige,enterprise veh exchange/rental,12550.0,13200.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1dm301617,ca,44.0,48156.0,black,gray,nissan infiniti lt,19800.0,22250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,manual,knadm4a35d6233930,ca,19.0,22658.0,white,beige,tdaf remarketing,9225.0,5500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,automatic,knadm4a34d6310898,ca,26.0,13508.0,white,black,exeter finance corp,9475.0,7500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Jeep,Compass,Latitude,SUV,automatic,1c4njceb7dd255239,ca,27.0,31688.0,red,black,exeter finance corp,12650.0,13000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Mitsubishi,Outlander,SE,SUV,automatic,ja4jt3aw9du020286,ca,35.0,39473.0,gray,black,avis corporation,14300.0,14700.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,manual,jn1cv6ap9dm300540,ca,43.0,21898.0,gray,black,nissan infiniti lt,25400.0,26250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hbxdf943918,ca,35.0,10782.0,gray,black,mercedes-benz financial services,26000.0,26000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37x,G Coupe,automatic,jn1cv6el1dm980179,ca,42.0,46120.0,—,black,nissan infiniti lt,21600.0,23500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,LS 460,L,Sedan,automatic,jthgl1efxd5047925,ca,49.0,71.0,gold,beige,sunshine autos,66000.0,64000.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db3da492051,ca,44.0,14557.0,black,black,mercedes-benz financial services,53000.0,51500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad0d5055811,ca,44.0,18554.0,gray,black,kia motors america  inc,15950.0,15700.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mitsubishi,Outlander,SE,SUV,automatic,ja4jt3aw7du019962,ca,38.0,36990.0,silver,black,avis corporation,14550.0,14800.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,GLK-Class,GLK350,SUV,automatic,wdcgg5hb6df956724,ca,34.0,21052.0,gray,black,mercedes-benz usa,29500.0,25500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dc262583,ca,24.0,35591.0,gray,black,merchants leasing,13600.0,12700.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4hjwdg9dl604791,ca,43.0,41997.0,black,black,avis corporation,24200.0,25250.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2013,Kia,Sportage,LX,SUV,automatic,kndpbca25d7406217,ca,25.0,40331.0,gray,gray,avis rac/san leandro,15050.0,15200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dc259084,ca,36.0,40425.0,white,white,merchants leasing,13200.0,12500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a70dg226694,ca,48.0,8177.0,silver,gray,kia motors finance,14450.0,15300.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjebg1dc636460,ca,43.0,39566.0,black,black,avis corporation,25200.0,26750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hbxdg003743,ca,37.0,18960.0,black,beige,mercedes-benz financial services,25300.0,22750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad1d5055882,ca,41.0,21258.0,white,beige,kia motors america  inc,15900.0,16400.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Forte,LX,Sedan,automatic,knaft4a26d5682378,ca,2.0,81410.0,black,gray,kia motors finance,6775.0,2700.0,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad0d5057798,ca,44.0,20984.0,white,black,kia motors america  inc,15900.0,16500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a7xdg238335,ca,33.0,26360.0,brown,beige,gm financial,13450.0,13300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,,5xxgm4a7xdg239856,ca,38.0,17689.0,purple,gray,kia motors finance,13900.0,14800.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6arxdm750005,ca,38.0,46548.0,gray,gray,nissan infiniti lt,20700.0,21000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6dm712706,ca,45.0,35450.0,gray,black,nissan infiniti lt,21400.0,23000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,E-Class,E350 Sport BlueTEC,Sedan,automatic,wddhf2eb5da710377,ca,47.0,28463.0,—,black,mercedes-benz financial services,36900.0,36250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db9da492877,ca,36.0,24168.0,black,black,mercedes-benz financial services,55300.0,56250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lincoln,MKX,Base,SUV,automatic,2lmdj8jk9dbl34528,ca,43.0,39459.0,burgundy,tan,avis rac/san leandro,24700.0,24500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure,SUV,automatic,salvn2bg2dh730098,ca,,25808.0,white,tan,jpmorgan chase bank n.a.,31700.0,30000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Sport,Minivan,automatic,jm1cw2bl6d0159321,ca,45.0,7787.0,white,beige,tycon enterprises,14200.0,14000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,lincoln,mkt,awd v6,,automatic,2lmhj5nk1dbl52290,ca,41.0,74874.0,black,black,remarketing by ge/manheim southern california,19300.0,17750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,manual,jn1cv6ap1dm300564,ca,43.0,13149.0,black,black,nissan infiniti lt,27100.0,28250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl4d5013929,ca,35.0,21189.0,silver,black,lexus financial services,34200.0,31900.0,Wed Jan 21 2015 05:00:00 GMT-0800 (PST)
2013,Jaguar,XF,Base,Sedan,automatic,sajwa0es1dps79829,ca,42.0,10067.0,black,tan,jaguar north america llc,33700.0,26000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb0dr255362,ca,43.0,23615.0,white,black,hoehn motors inc,22600.0,22250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Soul,+,Wagon,automatic,kndjt2a68d7570612,ca,3.0,39476.0,black,black,dollar thrifty damage liquidation,11400.0,6000.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,knagm4a75d5442817,ca,42.0,13929.0,white,beige,kia motors finance,14150.0,14300.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap0dc283888,ca,4.0,39159.0,silver,black,enterprise vehicle exchange/orange,12800.0,13500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap8dn508594,ca,4.0,37182.0,gray,black,avis corporation,12900.0,13300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hb6df988399,ca,41.0,19780.0,black,black,mercedes-benz financial services,25300.0,23750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad8d5056639,ca,43.0,21642.0,white,black,kia motors america  inc,15900.0,16600.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf7ce3da182451,ca,42.0,26853.0,gray,black,mercedes-benz usa,46200.0,48000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Sport,Minivan,automatic,jm1cw2bl4d0152478,ca,35.0,36898.0,gray,tan,avis corporation,12400.0,13100.0,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2013,Kia,Sportage,LX,SUV,automatic,kndpb3a28d7450308,ca,46.0,32685.0,blue,black,kia motors america  inc,14000.0,15250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf7ce8da148599,ca,43.0,16584.0,silver,black,mercedes-benz usa,47300.0,46750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Jaguar,XF,Base,Sedan,automatic,sajwa0es4dps64029,ca,5.0,6891.0,blue,gray,jaguar north america llc,34100.0,26000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Rio,EX,Hatchback,automatic,knadn5a33d6283020,ca,41.0,11342.0,black,black,jpmorgan chase bank n.a.,10500.0,12000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgda5jb8da218923,ca,5.0,6536.0,silver,black,mercedes-benz finc services premier program,40400.0,42750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c52dwm07005,ca,39.0,41357.0,silver,black,avis rac/san leandro,16300.0,16500.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar2dm752900,ca,37.0,44723.0,black,—,the hertz corporation,20900.0,20401.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Sorento,EX,SUV,automatic,5xyku3a23dg334585,ca,33.0,71662.0,black,beige,kia of cerritos,14050.0,14000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db8da497438,ca,35.0,38407.0,black,black,us bank,53300.0,54000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep3dc223558,ca,34.0,36975.0,red,black,avis rac/san leandro,13000.0,13500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,automatic,5xykt4a22dg332853,ca,43.0,28790.0,blue,black,kia motors america  inc -lemon law buybacks,16800.0,13500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep6dc191432,ca,35.0,38530.0,white,black,avis corporation,13200.0,13600.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,M-Class,ML350,SUV,,4jgda5jb6da160181,ca,,32532.0,,,trade in solutions irvine,36100.0,34500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,salvp1bg7dh775994,ca,46.0,9214.0,white,black,high bid trading co inc,37400.0,39000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Forte,LX,Sedan,automatic,knaft4a2xd5718881,ca,37.0,39081.0,white,beige,kia motors finance,8075.0,8500.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a7xdg214617,ca,37.0,35707.0,silver,gray,enterprise veh exchange/rental,12900.0,13300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db4da498361,ca,42.0,38691.0,black,black,mercedes-benz financial services,47900.0,48000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap8dc187703,ca,4.0,38666.0,silver,black,avis rac/san leandro,12850.0,13300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4hjwdg3dl620646,ca,37.0,42482.0,black,black,avis corporation,24200.0,25000.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Premium,SUV,automatic,salvr2bg6dh755364,ca,5.0,5403.0,gray,black,land rover north america llc,38600.0,30500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mazda,CX-9,Touring,SUV,automatic,jm3tb2ca2d0403904,ca,45.0,40884.0,black,black,avis corporation,18800.0,19600.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Mazda,Mazda2,Touring,Hatchback,automatic,jm1de1lz8d0163875,ca,,37317.0,white,black,hertz/tra,8625.0,2600.0,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db5da496778,ca,41.0,33776.0,black,black,mercedes-benz financial services,49500.0,46500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dn518833,ca,37.0,43262.0,black,tan,avis corporation,12750.0,13400.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar7dm351570,ca,29.0,42887.0,black,black,the hertz corporation,21300.0,19900.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar5dm350059,ca,43.0,40101.0,blue,black,nissan infiniti lt,21600.0,20250.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,M,M37,Sedan,automatic,jn1by1ap5dm514530,ca,42.0,6787.0,silver,black,nissan north america inc.,34600.0,33500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hbxdf967359,ca,41.0,16486.0,—,black,mercedes-benz financial services,25600.0,23500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1up7d1731716,ca,38.0,39573.0,blue,black,avis corporation,10650.0,11800.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3dm720746,ca,24.0,42547.0,black,black,nissan infiniti lt,20500.0,17250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a6xdg089207,ca,44.0,67229.0,white,gray,kia motors finance,18300.0,19000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hb5df998504,ca,37.0,23783.0,black,tan,mercedes-benz financial services,24900.0,22500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
